Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,Invoice Date Key,Delivery Date Key,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key
126910,76043,267,202,125,01/01/2015,02/01/2015,129,39071,"""The Gu"" red shirt XML tag t-shirt (Black) XL",Each,36,18,15,648,97.2,378,745.2,36,0,11
126911,44316,297,202,122,01/01/2015,02/01/2015,105,39072,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
126912,99066,0,0,134,01/01/2015,02/01/2015,138,39073,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",Each,36,18,15,648,97.2,360,745.2,36,0,11
126913,81839,289,202,142,01/01/2015,02/01/2015,138,39074,"""The Gu"" red shirt XML tag t-shirt (White) XS",Each,48,18,15,864,129.6,528,993.6,48,0,11
126914,74843,301,202,36,01/01/2015,02/01/2015,108,39075,Shipping carton (Brown) 305x305x305mm,Each,50,3.5,15,175,26.25,80,201.25,50,0,11
126915,102374,203,202,135,01/01/2015,02/01/2015,119,39076,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",Each,48,18,15,864,129.6,480,993.6,48,0,11
126916,102374,203,202,28,01/01/2015,02/01/2015,119,39076,Black and orange fragile despatch tape 48mmx100m,Each,36,4.1,15,147.6,22.14,64.8,169.74,36,0,11
126917,55847,0,0,208,01/01/2015,02/01/2015,129,39077,USB food flash drive - donut,Each,2,32,15,64,9.6,40,73.6,2,0,11
126918,55847,0,0,166,01/01/2015,02/01/2015,129,39077,IT joke mug - that behavior is by design (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
126919,55847,0,0,40,01/01/2015,02/01/2015,129,39077,Shipping carton (Brown) 279x254x217mm,Each,125,1.11,15,138.75,20.81,63.75,159.56,125,0,11
126920,44439,273,202,57,01/01/2015,02/01/2015,129,39078,32 mm Double sided bubble wrap 20m,Each,20,37,15,740,111,460,851,20,0,11
126921,44439,273,202,68,01/01/2015,02/01/2015,129,39078,Pack of 12 action figures (female),Packet,6,16,15,96,14.4,63,110.4,6,0,11
126922,44439,273,202,114,01/01/2015,02/01/2015,129,39078,Alien officer hoodie (Black) 5XL,Each,8,35,15,280,42,144,322,8,0,11
126923,44439,273,202,40,01/01/2015,02/01/2015,129,39078,Shipping carton (Brown) 279x254x217mm,Each,150,1.11,15,166.5,24.98,76.5,191.48,150,0,11
126924,47424,392,202,28,01/01/2015,02/01/2015,19,39079,Black and orange fragile despatch tape 48mmx100m,Each,36,4.1,15,147.6,22.14,64.8,169.74,36,0,11
126925,47424,392,202,212,01/01/2015,02/01/2015,19,39079,USB food flash drive - dim sum 10 drive variety pack,Packet,10,240,15,2400,360,1515,2760,10,0,11
126926,47424,392,202,59,01/01/2015,02/01/2015,19,39079,20 mm Double sided bubble wrap 50m,Each,100,108,15,10800,1620,9200,12420,100,0,11
126927,47424,392,202,203,01/01/2015,02/01/2015,19,39079,DBA joke mug - mind if I join you? (Black),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
126928,77866,211,202,38,01/01/2015,02/01/2015,116,39080,Shipping carton (Brown) 457x279x279mm,Each,50,1.28,15,64,9.6,34,73.6,50,0,11
126929,77866,211,202,164,01/01/2015,02/01/2015,116,39080,IT joke mug - hardware: part of the computer that can be kicked (White),Each,8,13,15,104,15.6,68,119.6,8,0,11
126930,95601,247,202,105,01/01/2015,02/01/2015,105,39081,Superhero action jacket (Blue) 3XL,Each,6,34,15,204,30.6,60,234.6,6,0,11
126931,95601,247,202,35,01/01/2015,02/01/2015,105,39081,Shipping carton (Brown) 356x356x279mm,Each,125,2.04,15,255,38.25,123.75,293.25,125,0,11
126932,95601,247,202,97,01/01/2015,02/01/2015,105,39081,Ogre battery-powered slippers (Green) M,Each,2,32,15,64,9.6,48,73.6,2,0,11
126933,95601,247,202,218,01/01/2015,02/01/2015,105,39081,USB rocket launcher (Gray),Each,3,25,15,75,11.25,46.5,86.25,3,0,11
126934,95601,247,202,168,01/01/2015,02/01/2015,105,39081,IT joke mug - keyboard not found … press F1 to continue (White),Each,2,13,15,26,3.9,17,29.9,2,0,11
126935,44701,241,202,58,01/01/2015,02/01/2015,127,39082,32 mm Double sided bubble wrap 10m,Each,90,22,15,1980,297,1089,2277,90,0,11
126936,44701,241,202,51,01/01/2015,02/01/2015,127,39082,20 mm Anti static bubble wrap (Blue) 20m,Each,100,45,15,4500,675,2400,5175,100,0,11
126937,87543,30,1,76,01/01/2015,02/01/2015,138,39083,Halloween zombie mask (Light Brown) L,Each,36,18,15,648,97.2,-36,745.2,36,0,11
126938,87543,30,1,208,01/01/2015,02/01/2015,138,39083,USB food flash drive - donut,Each,10,32,15,320,48,200,368,10,0,11
126939,102374,203,202,22,01/01/2015,02/01/2015,105,39084,Black and orange this way up despatch tape  48mmx100m,Each,48,4.1,15,196.8,29.52,103.2,226.32,48,0,11
126940,102374,203,202,33,01/01/2015,02/01/2015,105,39084,Express post box 5kg (White) 350x280x130mm,Each,250,0.95,15,237.5,35.63,125,273.13,250,0,11
126941,102374,203,202,219,01/01/2015,02/01/2015,105,39084,USB missile launcher (Green),Each,5,25,15,125,18.75,77.5,143.75,5,0,11
126942,102374,203,202,104,01/01/2015,02/01/2015,105,39084,Superhero action jacket (Blue) 4XL,Each,5,34,15,170,25.5,50,195.5,5,0,11
126943,102374,203,202,173,01/01/2015,02/01/2015,105,39084,Developer joke mug - a foo walks into a bar (Black),Each,7,13,15,91,13.65,59.5,104.65,7,0,11
126944,77321,248,202,159,01/01/2015,02/01/2015,108,39085,RC toy sedan car with remote control (Green) 1/50 scale,Each,1,25,15,25,3.75,12.5,28.75,1,0,11
126945,77321,248,202,101,01/01/2015,02/01/2015,108,39085,Dinosaur battery-powered slippers (Green) M,Each,4,32,15,128,19.2,96,147.2,4,0,11
126946,77321,248,202,71,01/01/2015,02/01/2015,108,39085,Halloween skull mask (Gray) XL,Each,108,18,15,1944,291.6,324,2235.6,108,0,11
126947,89325,44,1,202,01/01/2015,02/01/2015,116,39086,DBA joke mug - daaaaaa-ta (White),Each,6,13,15,78,11.7,51,89.7,6,0,11
126948,89325,44,1,80,01/01/2015,02/01/2015,116,39086,Furry animal socks (Pink) L,Pair,108,5,15,540,81,378,621,108,0,11
126949,89325,44,1,64,01/01/2015,02/01/2015,116,39086,10 mm Double sided bubble wrap 10m,Each,100,15,15,1500,225,750,1725,100,0,11
126950,89325,44,1,46,01/01/2015,02/01/2015,116,39086,Bubblewrap dispenser (Black) 1.5m,Each,5,240,15,1200,180,650,1380,5,0,11
126951,89325,44,1,128,01/01/2015,02/01/2015,116,39086,"""The Gu"" red shirt XML tag t-shirt (Black) S",Each,72,18,15,1296,194.4,792,1490.4,72,0,11
126952,90580,179,1,77,01/01/2015,02/01/2015,108,39087,Halloween zombie mask (Light Brown) M,Each,24,18,15,432,64.8,-24,496.8,24,0,11
126953,90580,179,1,164,01/01/2015,02/01/2015,108,39087,IT joke mug - hardware: part of the computer that can be kicked (White),Each,9,13,15,117,17.55,76.5,134.55,9,0,11
126954,44901,0,0,105,01/01/2015,02/01/2015,134,39088,Superhero action jacket (Blue) 3XL,Each,9,34,15,306,45.9,90,351.9,9,0,11
126955,44901,0,0,34,01/01/2015,02/01/2015,134,39088,Shipping carton (Brown) 457x457x457mm,Each,100,2.1,15,210,31.5,100,241.5,100,0,11
126956,44901,0,0,48,01/01/2015,02/01/2015,134,39088,32 mm Anti static bubble wrap (Blue) 20m,Each,100,48,15,4800,720,2500,5520,100,0,11
126957,55847,0,0,174,01/01/2015,02/01/2015,116,39089,Developer joke mug - a foo walks into a bar (White),Each,3,13,15,39,5.85,25.5,44.85,3,0,11
126958,55847,0,0,47,01/01/2015,02/01/2015,116,39089,32 mm Anti static bubble wrap (Blue) 50m,Each,80,105,15,8400,1260,4640,9660,80,0,11
126959,47692,0,0,51,01/01/2015,02/01/2015,127,39090,20 mm Anti static bubble wrap (Blue) 20m,Each,20,45,15,900,135,480,1035,20,0,11
